age,education_level,marital_status,num_dependents,region,employment_type,employment_years,months_employed,annual_income,monthly_income,savings_balance,investment_balance,credit_score,num_credit_lines,num_late_payments,credit_util_rate,loan_purpose,loan_amount,loan_term_months,interest_rate,monthly_payment,debt_to_income,loan_to_income,property_type,has_cosigner,num_prev_loans
73,Master,Married,5,East,Self-Employed,10.9,130,122308.22,10192.35,7200.09,13708.98,756,5,3,0.6307,Home,109194.31,36,6.58,3350.44,0.3287,0.8928,Mortgage,0,1
52,Bachelor,Married,1,West,Part-Time,20.1,241,71834.44,5986.2,29366.74,259.95,646,13,5,0.3039,Home,5537.72,48,6.5,131.34,0.0219,0.0771,Mortgage,0,6
32,High School,Single,5,Central,Unemployed,0.8,9,33230.77,2769.23,2701.26,11286.96,781,14,7,0.2789,Education,37954.67,12,5.91,3264.97,1.0,1.1422,Mortgage,1,4
61,Associate,Married,3,Central,Employed,3.5,41,65935.16,5494.6,35024.0,2600.25,651,14,5,0.2358,Car,87690.5,84,8.66,1395.94,0.2541,1.33,Mortgage,0,6
69,Bachelor,Married,1,North,Employed,18.4,221,85674.65,7139.55,8403.62,5536.66,754,7,5,0.4337,Medical,2688.9,120,4.19,27.46,0.0038,0.0314,Rent,0,0
34,Bachelor,Single,5,North,Employed,7.3,87,44142.82,3678.57,15063.48,10298.67,686,0,1,0.3459,Home,42575.63,36,10.36,1381.07,0.3754,0.9645,Rent,0,1
61,High School,Married,3,Central,Employed,8.6,102,43373.37,3614.45,7312.25,2526.97,614,16,1,0.6699,Vacation,20412.09,84,5.81,296.31,0.082,0.4706,Rent,0,6
62,Associate,Single,1,Central,Employed,6.3,76,59413.66,4951.14,4785.6,2907.81,674,1,8,0.4285,Medical,6016.68,24,6.98,269.32,0.0544,0.1013,Rent,1,3
46,High School,Divorced,2,North,Employed,16.3,195,35834.69,2986.22,734.82,6985.03,688,8,5,0.3283,Vacation,16803.03,12,6.37,1449.06,0.4852,0.4689,Rent,0,4
54,High School,Married,2,Central,Unemployed,0.0,0,48515.8,4042.98,17277.78,3109.1,672,17,1,0.1768,Home,143397.9,84,6.89,2156.68,0.5334,2.9557,Other,1,0
33,Associate,Married,5,West,Unemployed,14.2,170,42684.39,3557.03,15860.23,985.88,617,16,1,0.0315,Home,3406.2,12,7.66,295.76,0.0831,0.0798,Rent,1,1
70,Master,Married,2,Central,Part-Time,0.6,7,112722.04,9393.5,11952.59,3905.38,794,11,5,0.3917,Medical,48776.77,48,9.9,1234.71,0.1314,0.4327,Mortgage,0,5
74,Bachelor,Single,0,North,Employed,0.2,1,94873.85,7906.15,6855.04,25780.69,699,12,2,0.5874,Home,7641.91,120,7.02,88.81,0.0112,0.0805,Own,1,2
73,Bachelor,Married,4,Central,Part-Time,2.6,30,90714.8,7559.57,715.39,29030.69,503,9,2,0.2148,Medical,181525.75,36,7.21,5622.22,0.7437,2.0011,Rent,0,4
60,Bachelor,Divorced,4,South,Self-Employed,7.4,88,81475.58,6789.63,4084.15,43440.6,696,8,7,0.0942,Medical,364212.26,60,9.23,7601.11,1.0,4.4702,Mortgage,0,2
20,Bachelor,Married,2,East,Self-Employed,4.4,53,53567.56,4463.96,6731.22,2446.85,720,1,1,0.1851,Vacation,9458.62,24,4.72,413.78,0.0927,0.1766,Own,0,6
38,High School,Single,5,South,Employed,4.1,49,40453.75,3371.15,4110.83,5657.28,519,17,6,0.1341,Business,20029.17,120,4.71,209.64,0.0622,0.4951,Mortgage,0,5
43,Associate,Married,2,North,Unemployed,3.4,40,37013.69,3084.47,2971.11,2688.85,623,5,2,0.3022,Education,48705.27,48,8.88,1209.29,0.3921,1.3159,Own,0,6
72,Associate,Single,1,West,Employed,3.4,41,62597.96,5216.5,23310.46,6457.26,753,11,0,0.118,Vacation,80855.62,84,10.14,1348.14,0.2584,1.2917,Rent,0,6
49,Bachelor,Married,4,North,Employed,3.3,40,73187.14,6098.93,860.15,15001.64,692,14,0,0.4368,Business,38898.03,36,9.08,1238.35,0.203,0.5315,Mortgage,1,3
48,Bachelor,Married,0,East,Employed,9.2,110,69969.43,5830.79,1247.5,13106.91,692,17,4,0.1528,Home,5038.4,84,7.54,77.38,0.0133,0.072,Other,0,1
26,Bachelor,Married,5,North,Employed,4.8,57,56361.12,4696.76,5420.1,297.13,584,11,2,0.1678,Business,8798.19,120,5.26,94.45,0.0201,0.1561,Mortgage,1,5
63,Bachelor,Single,4,Central,Retired,0.0,0,103139.92,8594.99,10057.68,6454.63,611,1,4,0.4781,Business,25417.11,12,11.1,2247.63,0.2615,0.2464,Rent,0,6
37,PhD,Single,1,East,Self-Employed,7.8,93,98168.29,8180.69,10501.77,8523.63,571,10,4,0.4717,Vacation,13047.89,84,5.06,184.77,0.0226,0.1329,Rent,0,0
23,Associate,Single,0,North,Unemployed,11.7,140,40490.57,3374.21,6087.61,8103.65,528,8,0,0.1442,Home,23835.4,48,8.62,588.83,0.1745,0.5887,Rent,0,0
74,Bachelor,Married,3,Central,Retired,6.6,79,91968.88,7664.07,5153.48,4252.52,475,15,5,0.173,Home,6218.78,120,4.35,64.0,0.0084,0.0676,Own,1,3
28,Bachelor,Married,3,West,Self-Employed,1.7,20,42878.32,3573.19,7532.12,8924.99,846,8,3,0.2557,Car,7989.07,12,13.22,714.37,0.1999,0.1863,Own,0,0
18,Master,Married,4,North,Unemployed,11.7,140,65570.88,5464.24,17891.51,568.16,621,14,1,0.6854,Business,6326.1,120,5.04,67.23,0.0123,0.0965,Mortgage,0,3
22,Master,Single,1,South,Retired,1.1,13,60098.02,5008.17,37612.21,12426.77,702,8,1,0.2479,Personal,41009.58,12,7.93,3565.98,0.712,0.6824,Rent,0,6
43,Master,Single,1,East,Employed,6.4,76,101220.72,8435.06,36700.58,3312.58,770,5,2,0.6097,Vacation,48294.7,12,2.25,4073.69,0.4829,0.4771,Rent,0,1
23,Associate,Married,2,West,Employed,7.9,94,30256.41,2521.37,8309.42,8622.35,691,13,9,0.1218,Personal,22277.38,60,14.24,521.15,0.2067,0.7363,Rent,0,2
66,Bachelor,Married,4,Central,Employed,13.4,160,82836.33,6903.03,3845.37,2024.86,672,18,6,0.3297,Business,4007.8,48,11.24,104.06,0.0151,0.0484,Own,0,1
47,Master,Divorced,5,Central,Self-Employed,10.9,130,81353.18,6779.43,7976.01,944.77,708,6,7,0.402,Education,29048.57,84,9.68,477.44,0.0704,0.3571,Own,0,5
36,Bachelor,Single,2,North,Part-Time,9.2,110,50268.25,4189.02,6498.73,11265.71,843,12,1,0.3734,Medical,20431.48,24,5.24,898.6,0.2145,0.4064,Own,0,7
18,PhD,Single,0,East,Employed,12.7,151,79010.04,6584.17,18147.43,11346.15,684,15,6,0.312,Vacation,83212.92,84,9.93,1378.55,0.2094,1.0532,Mortgage,0,2
45,Bachelor,Married,0,North,Unemployed,2.2,26,63459.67,5288.31,6545.98,7180.71,563,2,3,0.4545,Medical,20720.13,60,4.58,387.08,0.0732,0.3265,Own,1,6
26,Bachelor,Married,3,South,Self-Employed,15.9,190,61444.29,5120.36,18126.43,5751.92,592,0,6,0.5065,Business,7938.08,12,9.99,697.83,0.1363,0.1292,Mortgage,0,0
73,Bachelor,Married,0,South,Employed,0.0,0,84152.98,7012.75,19880.01,22650.61,604,10,5,0.266,Vacation,23821.21,84,2.43,308.69,0.044,0.2831,Rent,0,7
34,Bachelor,Single,4,South,Self-Employed,15.1,181,54059.27,4504.94,25990.84,4578.74,663,18,6,0.4198,Business,11873.68,24,5.65,524.4,0.1164,0.2196,Rent,0,3
45,Master,Single,0,South,Unemployed,3.8,45,106752.28,8896.02,43434.88,5082.75,583,8,4,0.3941,Car,12345.01,12,3.69,1049.41,0.118,0.1156,Mortgage,1,6
19,High School,Married,2,East,Employed,9.9,118,24075.07,2006.26,19952.03,10379.22,632,3,8,0.1705,Home,13818.8,36,7.73,431.3,0.215,0.574,Rent,1,0
25,Bachelor,Single,4,East,Employed,15.2,182,43730.94,3644.24,25345.09,2509.23,666,16,3,0.7472,Car,15433.99,48,1.85,333.85,0.0916,0.3529,Other,0,3
29,Bachelor,Married,2,Central,Self-Employed,10.8,129,28481.31,2373.44,5649.33,2944.16,758,16,6,0.1574,Education,16439.96,36,9.63,527.63,0.2223,0.5772,Other,0,7
20,Master,Single,4,East,Employed,9.9,118,55152.63,4596.05,3995.13,2435.62,607,18,6,0.4878,Car,13693.41,60,9.36,286.67,0.0624,0.2483,Rent,0,0
59,Bachelor,Married,2,North,Employed,12.3,147,82726.17,6893.85,11924.73,2855.75,726,16,8,0.1255,Medical,47374.28,84,6.91,712.81,0.1034,0.5727,Rent,0,0
71,PhD,Single,4,East,Unemployed,0.6,7,144125.32,12010.44,30530.02,8737.94,698,4,2,0.2032,Business,6523.97,48,8.47,160.72,0.0134,0.0453,Rent,0,0
74,Master,Widowed,2,South,Employed,1.4,16,117459.88,9788.32,15304.75,50073.99,734,7,6,0.0464,Business,23819.92,36,9.86,767.06,0.0784,0.2028,Own,0,5
33,Associate,Single,4,North,Employed,9.4,112,41981.28,3498.44,137.78,6221.51,488,14,3,0.1387,Home,12244.72,12,5.63,1051.75,0.3006,0.2917,Mortgage,0,7
62,Master,Single,5,West,Unemployed,7.0,84,101499.89,8458.32,1462.25,37250.72,535,13,8,0.2209,Car,11798.03,36,6.58,362.02,0.0428,0.1162,Rent,1,6
46,PhD,Divorced,2,West,Self-Employed,6.4,77,101791.26,8482.6,3809.09,6377.11,556,10,5,0.2445,Home,52476.35,36,6.63,1611.36,0.19,0.5155,Own,0,0
20,Associate,Single,1,South,Employed,14.2,170,39062.77,3255.23,6852.66,2869.81,787,9,0,0.4019,Home,50235.08,84,5.51,722.2,0.2219,1.286,Rent,0,3
23,Bachelor,Single,5,South,Employed,13.8,165,49793.63,4149.47,2049.05,9935.56,616,18,4,0.1385,Medical,29478.82,84,7.88,457.64,0.1103,0.592,Rent,0,2
49,Associate,Single,4,East,Employed,3.4,40,56434.62,4702.88,2998.96,4401.74,585,16,8,0.1691,Car,57341.14,48,11.03,1482.89,0.3153,1.0161,Rent,0,7
42,Bachelor,Married,5,East,Employed,10.2,122,63790.58,5315.88,27064.95,4286.47,669,1,3,0.3921,Vacation,124042.86,24,7.69,5592.42,1.0,1.9445,Own,0,4
18,High School,Married,2,Central,Retired,0.2,2,30532.31,2544.36,2727.17,2663.33,844,13,2,0.2421,Medical,47419.33,84,6.65,707.57,0.2781,1.5531,Rent,1,7
71,Master,Divorced,2,North,Employed,0.1,0,105820.28,8818.36,107677.66,37841.67,624,14,9,0.2243,Education,25503.97,24,11.31,1192.35,0.1352,0.241,Rent,0,3
59,Bachelor,Married,0,North,Employed,3.5,42,77836.12,6486.34,3627.89,18901.58,625,9,3,0.1421,Personal,56280.6,36,9.0,1789.65,0.2759,0.7231,Rent,0,2
46,Bachelor,Married,4,West,Part-Time,7.7,92,56583.17,4715.26,1052.71,27942.51,755,19,2,0.1044,Medical,7074.11,48,5.68,165.11,0.035,0.125,Mortgage,1,3
74,High School,Single,5,Central,Unemployed,4.7,56,63455.67,5287.97,8546.88,11458.7,698,6,3,0.0146,Education,12305.71,120,10.52,166.16,0.0314,0.1939,Own,1,0
73,Bachelor,Married,4,West,Part-Time,10.3,123,79513.87,6626.16,21246.77,2782.55,678,11,3,0.0581,Vacation,21058.39,84,5.26,300.25,0.0453,0.2648,Mortgage,0,7
73,Bachelor,Divorced,1,South,Employed,7.9,95,88195.81,7349.65,7822.21,9510.19,641,0,0,0.4808,Vacation,27260.92,60,6.02,527.31,0.0717,0.3091,Mortgage,0,1
32,Bachelor,Divorced,2,South,Employed,13.6,162,59323.38,4943.62,50595.97,15610.3,702,6,1,0.4804,Vacation,6490.23,84,3.7,87.81,0.0178,0.1094,Other,0,3
68,Associate,Single,2,Central,Retired,10.7,128,65443.87,5453.66,18540.23,26091.19,463,19,1,0.3103,Car,4597.83,48,11.74,120.5,0.0221,0.0703,Mortgage,0,5
46,High School,Married,0,West,Part-Time,2.8,33,52543.92,4378.66,49713.54,6111.33,700,13,9,0.1307,Medical,16861.1,60,9.45,353.7,0.0808,0.3209,Mortgage,0,2
59,Bachelor,Married,0,East,Unemployed,12.5,150,91506.07,7625.51,52054.68,28546.96,578,13,7,0.0399,Medical,31768.28,120,10.58,430.16,0.0564,0.3472,Own,1,0
66,PhD,Divorced,2,East,Employed,3.7,44,124159.42,10346.62,672.3,6004.27,795,0,8,0.4762,Education,104681.11,120,8.11,1275.97,0.1233,0.8431,Mortgage,0,3
27,Associate,Single,3,North,Part-Time,10.1,120,42875.73,3572.98,18360.79,1405.1,762,1,1,0.1961,Car,20908.93,60,1.5,361.93,0.1013,0.4877,Other,0,0
43,Bachelor,Married,5,Central,Retired,5.5,66,74095.41,6174.62,2717.48,10643.76,739,11,2,0.4373,Home,33239.05,60,11.18,725.74,0.1175,0.4486,Rent,1,0
25,High School,Married,5,North,Employed,14.6,175,24930.59,2077.55,16385.92,7899.61,837,2,4,0.0991,Medical,22038.74,60,9.61,464.06,0.2234,0.884,Rent,0,2
33,Master,Divorced,4,Central,Employed,11.7,139,73667.23,6138.94,17861.95,9292.38,850,7,1,0.3287,Business,263903.12,48,6.24,6226.7,1.0,3.5824,Rent,0,1
41,Associate,Married,5,North,Employed,4.5,54,51326.04,4277.17,1917.73,2390.14,678,7,8,0.1029,Vacation,34102.0,48,7.87,830.47,0.1942,0.6644,Mortgage,1,2
66,Bachelor,Divorced,4,North,Part-Time,6.1,72,90003.71,7500.31,38704.68,1853.35,681,2,3,0.1963,Home,8021.4,60,7.06,159.04,0.0212,0.0891,Rent,0,1
67,Bachelor,Married,3,North,Employed,24.3,292,81638.95,6803.25,34365.24,26948.51,736,19,0,0.574,Vacation,36329.84,120,8.34,447.3,0.0657,0.445,Own,0,4
40,High School,Single,5,East,Employed,1.7,20,45931.02,3827.58,12447.24,8824.49,728,18,4,0.2633,Business,24773.44,60,8.65,510.03,0.1333,0.5394,Own,0,4
36,Associate,Married,5,North,Self-Employed,4.4,52,44382.48,3698.54,4783.17,17326.66,488,17,1,0.4025,Education,16402.95,12,9.74,1440.08,0.3894,0.3696,Own,0,5
48,Bachelor,Divorced,1,South,Part-Time,4.6,55,76012.73,6334.39,33148.83,8943.74,656,9,4,0.1977,Education,11244.94,60,12.83,254.88,0.0402,0.1479,Own,0,5
69,Bachelor,Single,1,West,Employed,2.2,26,76227.2,6352.27,7342.71,5291.48,606,2,2,0.6383,Medical,22972.19,36,5.86,697.36,0.1098,0.3014,Own,1,1
73,PhD,Married,5,West,Retired,2.7,32,152586.46,12715.54,4690.65,31329.03,711,17,4,0.5757,Personal,15030.5,120,9.31,192.91,0.0152,0.0985,Other,0,3
30,Bachelor,Widowed,0,South,Employed,7.5,89,54609.55,4550.8,5133.47,4832.4,714,18,8,0.214,Home,14749.33,84,3.45,197.91,0.0435,0.2701,Mortgage,0,7
28,PhD,Divorced,3,North,Employed,10.4,124,53703.2,4475.27,9674.37,5898.69,679,5,3,0.1464,Vacation,29875.11,120,4.72,312.84,0.0699,0.5563,Mortgage,0,4
58,Bachelor,Married,2,North,Self-Employed,0.0,0,76904.31,6408.69,64133.38,13911.92,622,14,2,0.1366,Vacation,38812.72,36,2.98,1128.43,0.1761,0.5047,Mortgage,0,4
35,High School,Married,4,East,Self-Employed,5.5,65,43998.97,3666.58,6875.01,4088.16,634,6,2,0.2288,Car,18958.92,60,9.43,397.5,0.1084,0.4309,Other,1,4
29,Associate,Single,5,East,Self-Employed,4.0,47,36860.37,3071.7,18612.98,128.57,825,16,1,0.2997,Medical,13600.96,84,4.97,192.07,0.0625,0.369,Rent,1,6
19,Bachelor,Married,1,Central,Self-Employed,2.1,25,38424.0,3202.0,9613.62,117.15,485,19,2,0.1812,Car,14535.38,60,8.07,295.24,0.0922,0.3783,Other,0,1
40,Associate,Married,1,East,Part-Time,13.0,155,53304.03,4442.0,8052.3,15465.47,850,7,2,0.3948,Business,42057.83,36,9.61,1349.46,0.3038,0.789,Other,0,5
40,Master,Married,1,South,Unemployed,4.2,50,75279.87,6273.32,261.31,12064.55,828,11,2,0.3967,Personal,25453.88,24,8.01,1151.32,0.1835,0.3381,Rent,1,3
50,Bachelor,Single,4,West,Retired,1.2,13,72636.65,6053.05,26518.46,3867.58,665,12,3,0.3726,Medical,10125.07,84,5.93,147.58,0.0244,0.1394,Other,0,4
29,Bachelor,Single,2,Central,Retired,12.4,148,51526.0,4293.83,4057.99,16815.64,730,7,5,0.7261,Business,2702.91,84,2.93,35.63,0.0083,0.0525,Mortgage,0,7
58,Bachelor,Married,3,Central,Employed,14.3,171,65842.41,5486.87,21539.67,1311.79,669,19,2,0.2396,Home,55520.41,36,4.65,1655.2,0.3017,0.8432,Mortgage,0,1
56,Bachelor,Married,2,North,Part-Time,9.2,110,93427.03,7785.59,13300.35,13691.23,665,15,0,0.1702,Medical,7795.63,24,9.35,357.39,0.0459,0.0834,Own,0,2
44,Bachelor,Divorced,4,East,Employed,3.3,39,62481.26,5206.77,12854.13,2383.75,642,8,4,0.3496,Business,6324.44,84,10.58,106.91,0.0205,0.1012,Mortgage,0,4
28,High School,Married,0,Central,Self-Employed,6.6,79,37375.89,3114.66,11184.22,3330.32,624,1,1,0.0334,Medical,39409.29,48,5.69,919.92,0.2954,1.0544,Mortgage,0,7
46,High School,Divorced,2,Central,Employed,4.7,56,56685.47,4723.79,30029.62,15387.0,735,4,6,0.2724,Home,4549.57,120,11.09,62.89,0.0133,0.0803,Mortgage,0,2
56,Associate,Married,1,West,Employed,7.8,93,69447.68,5787.31,18692.58,2490.19,609,15,5,0.1147,Medical,11280.89,24,14.26,543.03,0.0938,0.1624,Mortgage,0,1
39,High School,Married,3,North,Retired,11.6,138,45906.05,3825.5,7604.86,591.36,683,0,0,0.5858,Business,50291.53,48,12.09,1326.68,0.3468,1.0955,Other,0,7
33,Bachelor,Married,3,South,Self-Employed,7.9,94,64862.39,5405.2,7148.42,1739.76,646,3,3,0.198,Medical,34602.84,48,6.54,821.27,0.1519,0.5335,Own,0,1
46,High School,Single,4,Central,Employed,8.0,95,49848.12,4154.01,9173.32,14907.4,835,9,5,0.102,Vacation,14681.37,60,9.37,307.38,0.074,0.2945,Rent,1,1
38,High School,Married,5,North,Employed,5.4,65,45367.91,3780.66,2041.46,393.39,765,0,5,0.4051,Medical,15038.57,48,6.74,358.3,0.0948,0.3315,Rent,0,0
40,PhD,Divorced,4,West,Employed,11.3,135,106459.34,8871.61,25779.01,22097.57,619,4,1,0.1661,Home,9838.09,84,10.76,167.21,0.0188,0.0924,Own,0,6
37,PhD,Single,0,East,Unemployed,9.8,118,93200.05,7766.67,2595.04,23859.27,783,19,8,0.1694,Personal,14628.43,48,4.38,332.8,0.0428,0.157,Rent,0,4
35,Bachelor,Married,4,West,Employed,0.0,0,66598.36,5549.86,30261.83,7834.75,710,19,4,0.5206,Medical,14357.26,48,11.1,371.79,0.067,0.2156,Rent,1,7
58,Bachelor,Single,0,West,Self-Employed,0.0,0,81795.51,6816.29,6947.6,9360.74,767,4,8,0.2258,Home,20432.56,24,1.5,864.72,0.1269,0.2498,Mortgage,0,3
44,Master,Married,2,North,Part-Time,6.3,76,60843.77,5070.31,22225.17,10732.93,755,8,1,0.2939,Personal,51764.13,84,10.79,880.71,0.1737,0.8508,Other,0,2
44,High School,Single,3,North,Self-Employed,12.9,154,50404.61,4200.38,3828.96,450.5,563,17,1,0.7862,Medical,33418.45,48,5.19,772.47,0.1839,0.663,Mortgage,1,2
55,Bachelor,Married,1,South,Employed,13.8,165,67652.48,5637.71,6453.57,1546.95,724,1,5,0.2234,Home,19877.7,120,5.25,213.31,0.0378,0.2938,Mortgage,0,4
38,High School,Married,4,Central,Part-Time,11.8,141,43640.35,3636.7,7314.3,8024.24,674,10,2,0.1391,Car,12591.24,84,5.99,183.91,0.0506,0.2885,Rent,0,4
23,Bachelor,Single,4,Central,Part-Time,7.2,86,35021.88,2918.49,14538.45,9434.46,834,16,1,0.1723,Vacation,47696.93,24,1.9,2026.89,0.6945,1.3619,Rent,0,5
66,PhD,Married,3,West,Employed,15.3,183,125013.78,10417.82,3383.52,5829.95,604,3,7,0.265,Medical,64384.02,24,8.47,2925.82,0.2808,0.515,Own,0,3
21,Master,Divorced,3,South,Employed,4.4,52,57050.79,4754.23,562.92,646.91,736,19,8,0.3299,Personal,22640.06,12,4.56,1933.59,0.4067,0.3968,Rent,0,6
50,PhD,Married,5,Central,Self-Employed,6.3,75,118869.28,9905.77,82137.02,32910.59,581,10,5,0.3272,Personal,35030.79,48,7.48,846.61,0.0855,0.2947,Own,0,0
33,Master,Widowed,3,West,Employed,0.9,10,67207.91,5600.66,20741.14,7559.61,850,0,6,0.2242,Personal,2032.7,60,9.3,42.49,0.0076,0.0302,Mortgage,0,3
30,Bachelor,Married,1,South,Employed,6.3,75,36673.03,3056.09,2954.4,20135.71,725,3,0,0.2132,Car,11352.38,60,5.7,217.88,0.0713,0.3096,Other,0,4
20,Master,Married,3,West,Employed,3.7,44,54700.7,4558.39,26485.61,2853.31,637,18,9,0.1237,Vacation,5301.29,84,4.78,74.38,0.0163,0.0969,Rent,0,2
69,Bachelor,Married,2,East,Employed,15.7,188,82155.5,6846.29,31385.91,284.81,795,1,9,0.112,Medical,25852.72,84,6.59,385.06,0.0562,0.3147,Rent,0,4
42,Bachelor,Divorced,0,East,Unemployed,14.7,176,68664.57,5722.05,8962.77,128.61,821,14,9,0.3655,Medical,6753.08,120,4.49,69.95,0.0122,0.0983,Mortgage,0,6
37,Associate,Married,5,South,Retired,8.3,99,51666.87,4305.57,6261.42,4430.0,712,6,6,0.1385,Car,414882.56,60,5.9,8002.02,1.0,8.03,Other,0,4
60,Bachelor,Married,4,West,Part-Time,10.3,124,71866.73,5988.89,3690.48,13212.55,663,3,7,0.37,Medical,46976.3,36,4.78,1403.29,0.2343,0.6537,Rent,0,7
20,Associate,Divorced,3,South,Employed,5.0,59,40983.9,3415.33,34.75,15717.28,586,9,0,0.2214,Business,30029.1,84,8.9,481.68,0.141,0.7327,Rent,0,5
50,Bachelor,Divorced,4,Central,Employed,0.0,0,84669.34,7055.78,4189.86,2174.65,598,14,3,0.3648,Car,13051.72,24,9.61,599.95,0.085,0.1541,Rent,0,7
46,High School,Married,3,North,Employed,4.2,50,53313.94,4442.83,1143.46,20734.24,576,13,2,0.0639,Medical,14150.12,24,7.25,635.15,0.143,0.2654,Mortgage,0,6
49,Bachelor,Single,2,South,Self-Employed,11.7,140,53924.11,4493.68,356.39,2379.25,770,6,4,0.2919,Education,28436.15,84,6.62,423.9,0.0943,0.5273,Mortgage,0,7
25,Associate,Married,5,North,Self-Employed,10.2,122,59330.78,4944.23,23775.92,2427.09,774,6,9,0.4444,Car,169731.49,36,6.86,5230.17,1.0,2.8608,Mortgage,0,0
72,Associate,Married,3,South,Retired,6.0,72,82509.87,6875.82,21940.47,4805.34,590,9,3,0.2772,Personal,47411.89,12,7.48,4112.87,0.5982,0.5746,Rent,0,3
31,Bachelor,Married,2,West,Employed,11.7,140,67483.13,5623.59,12841.2,5297.3,777,5,4,0.4803,Home,37887.22,36,11.73,1253.52,0.2229,0.5614,Other,0,1
56,High School,Married,4,Central,Employed,5.6,67,43848.73,3654.06,11233.03,11778.88,653,12,8,0.3261,Business,16861.24,12,1.5,1416.55,0.3877,0.3845,Mortgage,0,6
60,PhD,Married,0,North,Self-Employed,2.3,27,119497.43,9958.12,12764.66,23568.45,631,8,2,0.0752,Vacation,3045.59,120,1.5,27.35,0.0027,0.0255,Mortgage,0,5
37,Bachelor,Married,1,South,Employed,11.7,140,64308.06,5359.0,7454.85,17001.73,715,1,2,0.3015,Car,14125.74,120,5.69,154.61,0.0289,0.2197,Rent,0,4
25,Bachelor,Married,0,North,Employed,4.9,59,41027.41,3418.95,2026.97,21277.18,671,8,1,0.6226,Medical,13546.19,60,5.51,258.84,0.0757,0.3302,Own,0,0
34,High School,Married,0,Central,Employed,13.1,157,42995.88,3582.99,382.46,11576.46,532,2,4,0.1796,Car,17644.36,12,5.2,1512.07,0.422,0.4104,Own,0,4
63,Master,Married,4,East,Employed,0.0,0,121505.91,10125.49,10268.16,66364.76,648,16,1,0.2611,Business,20317.66,120,11.79,289.0,0.0285,0.1672,Own,0,2
69,Bachelor,Single,2,South,Employed,5.2,61,82534.48,6877.87,6041.65,29044.0,566,8,9,0.5406,Personal,24985.25,12,9.91,2195.58,0.3192,0.3027,Rent,0,0
71,Bachelor,Divorced,5,West,Employed,11.0,131,100426.93,8368.91,331.19,1990.48,537,2,7,0.6864,Vacation,9856.62,36,11.26,323.89,0.0387,0.0981,Mortgage,0,2
30,Associate,Married,3,North,Unemployed,10.5,125,50676.97,4223.08,11822.47,12631.66,626,4,1,0.1112,Business,54095.75,12,5.6,4645.89,1.0,1.0675,Rent,1,4
52,Master,Widowed,1,West,Unemployed,6.9,82,73749.75,6145.81,1945.16,33511.68,670,1,7,0.3322,Home,107676.91,36,2.67,3115.96,0.507,1.46,Rent,1,1
26,PhD,Married,1,North,Employed,9.4,113,70158.02,5846.5,471.27,11889.54,568,3,3,0.1209,Vacation,15661.89,48,9.89,396.4,0.0678,0.2232,Other,1,4
58,Bachelor,Single,2,East,Employed,8.7,104,85266.07,7105.51,11928.79,5117.51,683,10,7,0.4726,Business,24845.16,60,8.03,504.13,0.0709,0.2914,Mortgage,0,1
41,High School,Widowed,0,North,Unemployed,0.6,6,38179.63,3181.64,10172.18,4130.7,684,1,9,0.1354,Car,7394.46,24,6.54,329.51,0.1036,0.1937,Mortgage,0,4
58,High School,Married,3,South,Retired,6.2,74,59523.62,4960.3,4935.35,17997.86,734,11,9,0.1964,Home,6725.9,120,7.9,81.25,0.0164,0.113,Own,0,6
57,High School,Married,2,West,Unemployed,9.1,109,56344.87,4695.41,29737.61,13744.64,662,18,7,0.393,Business,77401.49,120,10.38,1039.17,0.2213,1.3737,Mortgage,0,2
74,Master,Divorced,0,East,Employed,10.5,126,119209.73,9934.14,970.38,7298.78,736,5,8,0.2666,Personal,52028.02,24,11.38,2434.09,0.245,0.4364,Other,1,1
45,PhD,Divorced,3,East,Unemployed,7.7,92,98210.87,8184.24,31591.77,14497.73,743,0,0,0.3047,Personal,22508.48,12,6.97,1947.23,0.2379,0.2292,Mortgage,0,5
37,PhD,Married,5,West,Part-Time,5.2,62,99214.57,8267.88,15930.52,5037.2,553,4,0,0.466,Education,32371.84,36,9.45,1036.22,0.1253,0.3263,Mortgage,1,2
48,Master,Widowed,5,Central,Employed,1.3,15,106417.65,8868.14,32378.41,2538.94,819,16,0,0.2227,Car,35104.1,12,13.28,3140.09,0.3541,0.3299,Own,0,5
27,High School,Married,2,South,Employed,11.8,141,33935.74,2827.98,3604.72,2721.42,777,17,1,0.1331,Business,7176.41,24,7.81,323.94,0.1145,0.2115,Rent,1,7
24,PhD,Single,0,Central,Retired,11.2,134,86529.47,7210.79,44787.8,7211.76,655,9,6,0.4319,Personal,5339.63,24,5.14,234.6,0.0325,0.0617,Rent,0,2
47,Associate,Single,5,North,Retired,12.9,155,71102.94,5925.24,2964.55,931.54,601,4,1,0.8449,Vacation,4195.03,36,6.1,127.82,0.0216,0.059,Rent,0,2
65,Associate,Married,3,Central,Employed,2.6,31,71483.68,5956.97,915.47,17206.09,747,7,3,0.4278,Personal,28364.76,36,6.19,865.33,0.1453,0.3968,Mortgage,1,0
48,Bachelor,Married,4,Central,Self-Employed,8.6,103,64474.92,5372.91,3067.03,7856.86,623,12,3,0.3871,Home,72813.81,60,6.35,1419.51,0.2642,1.1293,Other,0,5
62,High School,Married,0,East,Employed,4.5,54,52911.49,4409.29,8871.76,1126.45,593,6,2,0.2356,Business,37373.91,120,11.41,523.56,0.1187,0.7063,Mortgage,0,5
